1140	11844 28394 45508 59268	1454284800 1454284800 1454284800 1454284800
1151	102660	1454457600
1152	7080 13638	1454716800 1454716800
1159	774 64096	1454457600 1454457600
1161	82910	1454371200
1171	54893	1454716800
1187	5000 41693	1454371200 1454371200
1191	100253	1454803200
1206	6900 58641	1454630400 1454630400
1221	69453 72293	1454371200 1454371200
1222	80435	1454284800
1230	87530	1454803200
1245	23058 50296	1454371200 1454371200
1266	43964	1454630400
1283	23622 32284 88546 91151	1454457600 1454457600 1454457600 1454457600
1289	10247	1454457600
1296	16863	1454371200
1298	53145 78953 95170 33814	1454284800 1454284800 1454371200 1454457600
1300	85040	1454716800
1308	58908	1454544000
1322	100421	1454544000
1343	9370	1454371200
1360	96103	1454284800
1365	31600	1454284800
1375	45356	1454630400
1401	78953 65579 105680 12128	1454371200 1454630400 1454716800 1454803200
1407	17613	1454716800
1429	42021 59270 60845 95484	1454457600 1454457600 1454457600 1454457600
1447	42207	1454544000
1453	17295 17705 65095 86647	1454716800 1454716800 1454716800 1454716800
1470	98354	1454803200
1471	40522 62509 88683 93725 97951	1454457600 1454457600 1454457600 1454457600 1454457600
1492	93603	1454371200
1504	62770	1454630400
1508	3021 48868	1454630400 1454630400
1531	49210	1454284800
1534	300	1454630400
1552	31928 34541	1454457600 1454457600
1555	19696 94660	1454284800 1454284800
1575	2907 5489 10037 23552 23643 39356 45649 62279 100168 8833 17619 33391 46211 67324	1454544000 1454544000 1454544000 1454544000 1454544000 1454544000 1454544000 1454544000 1454544000 1454803200 1454803200 1454803200 1454803200 1454803200
1591	51410 72271	1454803200 1454803200
1605	80822	1454630400
1617	83808	1454371200
1650	91800	1454544000
1667	58153	1454457600
1670	3948 12635 23869	1454284800 1454284800 1454284800
1683	15428 19789 37357 56397 66034	1454716800 1454716800 1454716800 1454716800 1454716800
1691	41693 45727	1454284800 1454544000
1698	48880	1454630400
1708	56648 58908	1454284800 1454284800
1721	2149 25436	1454544000 1454544000
1724	3298 22239 81543	1454284800 1454284800 1454284800
1737	66320 72755	1454284800 1454284800
1752	4650 17533 29143	1454544000 1454544000 1454544000
1771	66905	1454544000
1804	43081 75633	1454457600 1454457600
1805	22467 29268 83157 10795 25277 89791 104393	1454371200 1454371200 1454630400 1454803200 1454803200 1454803200 1454803200
1807	6029 18372	1454544000 1454544000
1809	87061	1454630400
1813	93409	1454630400
1815	27817	1454371200
1839	46830 13976 15532	1454284800 1454630400 1454716800
1851	52233	1454457600
1857	5761 8324 44830 97894	1454284800 1454284800 1454284800 1454284800
1862	77404 90317	1454284800 1454284800
1893	73260 64151	1454284800 1454544000
1895	1514 18189 23751 39861 41219 42546 50183 57276 63005 64703 93856	1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800
1936	7003	1454284800
1941	8469	1454716800
1942	32660	1454630400
1943	24080	1454284800
1966	10347 42522 78620 91423 91611	1454371200 1454371200 1454371200 1454371200 1454630400
1979	17727 42655	1454544000 1454544000
1986	28238 56036 94123	1454371200 1454371200 1454371200
1989	30248 57330 79579 80266 83911 93366	1454544000 1454544000 1454544000 1454544000 1454544000 1454630400
1997	86665 67442 92295	1454284800 1454457600 1454716800
2013	78514 71999 104238	1454371200 1454544000 1454544000
2020	90505 21282 89246	1454630400 1454716800 1454716800
2022	17559 24135 27255 38112 38693 43814 49563 50279 61904 65472 70268 71044 92880 94268 100187 105997	1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200
2057	99074	1454716800
2071	25614	1454284800
2074	15422	1454716800
2085	3391 64095 677	1454284800 1454284800 1454544000
2121	1334 2535 12214 13594 25237 26246 73104 73323 76723 93996 98722	1454371200 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600
2136	83969 39785	1454284800 1454716800
2144	79088	1454371200
2159	77802	1454803200
2172	5189 37046 96916	1454630400 1454630400 1454630400
2175	37989 69259	1454371200 1454803200
2179	77519	1454284800
2189	102807	1454284800
2192	40118 77051	1454371200 1454803200
2212	65635	1454284800
2213	41475 54698 100493	1454284800 1454284800 1454284800
2214	35173 62741 83462	1454630400 1454630400 1454630400
2216	4613 18933	1454457600 1454457600
2228	1265	1454716800
2234	24883	1454284800
2243	33798	1454457600
2251	73064	1454371200
2265	83256	1454544000
2290	18976 62330 9739 59959	1454284800 1454284800 1454630400 1454630400
2305	22100 59138 76154 88521 96484 97196 101829	1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200
2325	79648	1454803200
2337	30761	1454630400
2342	65651	1454803200
2345	52934 38114	1454284800 1454457600
2347	100527	1454371200
2352	60430 87644	1454630400 1454630400
2359	11396	1454284800
2370	57684	1454803200
2374	17375 22215 22956 35033 79992	1454457600 1454457600 1454457600 1454457600 1454457600
2380	3454 85045 90943 97039	1454371200 1454371200 1454371200 1454371200
2387	20782	1454371200
2388	30404 106365	1454716800 1454716800
2403	93775	1454457600
2422	6100	1454284800
2425	33616	1454544000
2432	73155	1454630400
2468	27330	1454630400
2476	9491 10981	1454457600 1454457600
2478	63413 58958	1454284800 1454371200
2505	101340	1454803200
2516	2120 26909 71775	1454284800 1454284800 1454284800
2627	86560 6748	1454284800 1454630400
2639	100438 35189 75952	1454457600 1454716800 1454716800
2642	3136	1454716800
2667	38833 35312	1454457600 1454716800
2686	51390	1454544000
2699	41304 51763 60812	1454716800 1454716800 1454716800
2706	73301	1454803200
2710	6021 6612 13346 27998 55546 98751	1454716800 1454716800 1454716800 1454716800 1454716800 1454716800
2733	5587	1454371200
2735	94560	1454544000
2738	15083	1454371200
2739	100159	1454716800
2755	6724 60224 72943	1454544000 1454544000 1454544000
2762	91285	1454544000
2773	43478	1454371200
2780	77595 61162	1454457600 1454716800
2790	60888	1454284800
2793	45850	1454544000
2810	83865	1454803200
2815	23500	1454544000
2818	34199 67390	1454544000 1454630400
2837	64150	1454457600
2852	50777	1454284800
2858	87658	1454284800
2868	94231	1454371200
2880	88500	1454544000
2899	80340	1454284800
2905	48042	1454371200
2908	25093 26640 42725 57415 60985 99765 105396	1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800
2919	20363 41602 61860	1454544000 1454544000 1454544000
2940	33318	1454457600
2945	52872 2021 32729 45214 46032 70853 84328 90150 95666	1454284800 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600
2958	6228 34239	1454803200 1454803200
2964	96680 92022	1454284800 1454371200
2965	21521 24740	1454716800 1454716800
2966	46694 76685	1454630400 1454630400
3051	71994	1454284800
3053	93841	1454630400
3063	402 30611 67914 80965	1454457600 1454457600 1454457600 1454457600
3069	60324	1454544000
3099	53062 70154 70936 80885 85587 90129	1454630400 1454630400 1454630400 1454630400 1454630400 1454630400
3113	65080	1454457600
3116	23423 81184 79793 2020 87184	1454457600 1454457600 1454544000 1454716800 1454803200
3123	67762	1454630400
3142	35129	1454803200
3162	63411	1454803200
3169	10476 28595 29440 31650 46802 47622 53104 69354 86661	1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400
3197	21299 100452	1454630400 1454630400
3205	43444	1454803200
3213	9440 13836	1454284800 1454284800
3214	55219 11605 94492	1454371200 1454716800 1454716800
3226	26732 23555 80389 1276 91215	1454284800 1454457600 1454457600 1454630400 1454630400
3230	92287	1454803200
3231	78953 10795 89954 95499	1454284800 1454457600 1454630400 1454630400
3244	50637 7041 22688	1454371200 1454630400 1454716800
3247	81398	1454284800
3284	40275 48302	1454544000 1454544000
3289	392 2209 20554 41591 42318 48987 67216 72456 79419 86162 88335 88956 98245	1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400
3290	89036 98017	1454457600 1454457600
3292	25340 92403 36352 50232	1454284800 1454284800 1454803200 1454803200
3305	81681	1454630400
3311	105317	1454284800
3321	49430	1454284800
3323	50195	1454371200
3329	43134	1454284800
3334	90101	1454544000
3336	23173	1454371200
3341	10795 40299 59782 84491	1454544000 1454544000 1454544000 1454544000
3362	60444	1454803200
3366	11360	1454284800
3401	96282	1454284800
3417	70511	1454457600
3424	50228	1454803200
3426	23236 30114 23242 47091	1454284800 1454284800 1454371200 1454630400
3439	47078	1454544000
3445	57051	1454630400
3452	75620	1454371200
3468	7641	1454371200
3471	42147 85755	1454716800 1454716800
3472	95499 92325	1454630400 1454716800
3478	76881	1454284800
3487	51485	1454803200
3503	3218	1454457600
3516	16980 80579	1454457600 1454803200
3520	30976	1454371200
3523	6156 59834	1454457600 1454457600
3548	10944 44253 16480 40216	1454371200 1454457600 1454716800 1454803200
3574	41979 66947	1454457600 1454457600
3588	69573	1454457600
3620	53294 74019	1454716800 1454716800
3628	62850 70144 87183 95660 105916	1454457600 1454457600 1454457600 1454457600 1454457600
3629	21064	1454716800
3645	93188 75000	1454457600 1454803200
3648	92840	1454630400
3649	58958	1454284800
3691	47993 106699	1454371200 1454371200
3699	39737 7981 14713	1454371200 1454803200 1454803200
3701	77904 2394	1454284800 1454457600
3741	29753 89434	1454284800 1454284800
3742	5526	1454284800
3745	16756 17636 24809 31370 33976 43776 52229 52933 57900 61652 64465 80038 82470 86074	1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800
3746	77652	1454371200
3753	26245 72271	1454371200 1454371200
3754	66831 75276 97843	1454803200 1454803200 1454803200
3759	64699 81420 92531	1454457600 1454457600 1454457600
3760	83768	1454630400
3761	50556	1454457600
3763	14884	1454716800
3780	78143	1454716800
3784	32836 86582	1454457600 1454457600
3785	1514 71628	1454803200 1454803200
3789	49735	1454716800
3796	85875	1454630400
3806	3585 29916 38363 42641 60396 89610 95630 98806	1454371200 1454371200 1454371200 1454371200 1454371200 1454371200 1454371200 1454371200
3811	13638 100346	1454284800 1454457600
3835	22790	1454716800
3840	97298	1454457600
3858	33768 85930	1454716800 1454716800
3870	14632	1454371200
3874	103361 61162	1454371200 1454630400
3879	45886	1454716800
3900	21280 101432	1454371200 1454371200
3926	26677	1454284800
3929	33147	1454457600
3933	35829	1454457600
3936	22042	1454544000
3947	17233 34748 23436	1454371200 1454371200 1454630400
3968	9886	1454457600
3995	46032	1454544000
4012	47571 81190 97580 96532	1454371200 1454371200 1454371200 1454457600
4014	76594	1454371200
4016	19537 42304	1454630400 1454630400
4053	17585 62126	1454284800 1454284800
4054	37811 64294	1454457600 1454457600
4063	49131 67955	1454457600 1454457600
4095	37144	1454457600
4102	32675	1454457600
4132	66386	1454630400
4133	6630 12330 22100 70057 80579	1454716800 1454716800 1454716800 1454716800 1454716800
4134	97265	1454544000
4144	29851	1454716800
4151	23883 41683	1454457600 1454457600
4168	30042 31794	1454803200 1454803200
4179	75808	1454716800
4189	103860	1454284800
4200	65559	1454803200
4210	14155	1454630400
4225	41658	1454544000
4236	16510 83433	1454803200 1454803200
4237	95580	1454803200
4249	52980	1454544000
4255	32346	1454284800
4259	63571 103329	1454457600 1454457600
4269	40641	1454457600
4276	17220 53254 100998	1454457600 1454457600 1454457600
4278	47100 13162	1454630400 1454803200
4284	15145 21050	1454716800 1454716800
4301	32136	1454457600
4307	44426 55975 58908	1454284800 1454284800 1454284800
4310	46712	1454716800
4312	100754	1454457600
4339	76503 86120	1454630400 1454630400
4348	23231	1454544000
4356	85304	1454284800
4369	2910 60509	1454457600 1454457600
4374	22316	1454457600
4377	38722	1454716800
4378	37619	1454284800
4384	9613 14095 87331	1454371200 1454371200 1454371200
4391	101266	1454284800
4402	80845	1454284800
4409	27244 32213 78286 20145 53410 66063 77788	1454544000 1454544000 1454544000 1454630400 1454630400 1454630400 1454630400
4422	51173 62598	1454544000 1454544000
4433	53541	1454544000
4434	59356	1454544000
4450	37089 22126	1454371200 1454457600
4476	6237	1454716800
4479	60606	1454371200
4484	32136 44032 53758 57647 58958 61230 62148 89611 101414 34645 10944 29863 57263	1454284800 1454284800 1454284800 1454284800 1454284800 1454284800 1454284800 1454284800 1454284800 1454630400 1454716800 1454716800 1454716800
4516	86066	1454284800
4518	16994 36246 60296	1454630400 1454630400 1454630400
4519	9820 76660	1454457600 1454457600
4527	76006	1454630400
4534	102310	1454457600
4538	28590 32046 42579 42651 57301	1454371200 1454371200 1454371200 1454371200 1454371200
4557	969	1454630400
4564	45628	1454284800
4566	58017	1454371200
4574	22723 14920 30786	1454371200 1454544000 1454544000
4594	72054	1454544000
4595	20472 106365	1454371200 1454371200
4607	17770 38397	1454284800 1454284800
4617	73013 86039	1454716800 1454716800
4633	25709	1454457600
4634	57587 72372	1454457600 1454457600
4636	93058	1454803200
4643	16912	1454457600
4665	52276	1454284800
4687	104150	1454544000
4696	11243 58993 85229	1454716800 1454716800 1454716800
4727	1291 29386 60175	1454371200 1454371200 1454371200
4735	49017	1454544000
4744	12940	1454544000
4762	5524	1454457600
4814	29428 45950 49753 102348	1454544000 1454544000 1454544000 1454544000
4821	103278	1454630400
4824	44648	1454284800
4832	23802	1454284800
4842	80007	1454371200
4864	69517	1454284800
4892	64163	1454716800
4914	16353	1454457600
4928	105598	1454630400
4930	35164	1454716800
4936	27886 57831	1454284800 1454284800
4963	45132	1454371200
4971	84539	1454544000
4974	25733	1454284800
4982	76915 47438	1454630400 1454716800
4994	52196 56250 2319 102291 7551	1454371200 1454371200 1454457600 1454544000 1454716800
4997	6261 16915 43293 45005 46954 55924 81962 87530	1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400
5004	77227 69487	1454544000 1454630400
5006	35297 64152 79075 100188	1454803200 1454803200 1454803200 1454803200
5013	54793	1454457600
5018	79573	1454716800
5021	11678 47994	1454457600 1454457600
5022	59077	1454284800
5026	88498	1454716800
5027	96617	1454284800
5042	36579	1454284800
5062	3910	1454716800
5067	76003	1454457600
5088	36476 37965 53768 83158	1454630400 1454630400 1454630400 1454630400
5098	19185 27760 81994	1454457600 1454457600 1454457600
5123	47344	1454284800
5140	58795 75122 76660	1454371200 1454371200 1454371200
5154	39196	1454457600
5160	105049 6831 44410	1454371200 1454457600 1454544000
5175	93676	1454716800
5182	12044 34281 39885 78375 31145 38088 50884 75068	1454284800 1454284800 1454284800 1454284800 1454544000 1454544000 1454803200 1454803200
5205	1721 53297 74651	1454716800 1454716800 1454716800
5208	49521	1454371200
5212	1743	1454457600
5218	3448	1454630400
5221	1097 3329 3890 10992 20927 33384 37674 47348 62716 63105 68126 78933	1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200 1454803200
5239	3185	1454630400
5256	93806 101109	1454630400 1454630400
5266	18866 51235	1454284800 1454371200
5273	96103	1454630400
5276	46826	1454630400
5293	52215 60633	1454457600 1454457600
5295	35708 83157 85618 93690	1454457600 1454457600 1454457600 1454457600
5299	62345 65484	1454544000 1454544000
5302	54382 65031 90805	1454284800 1454284800 1454284800
5308	80845 77115 77904 101489	1454284800 1454371200 1454630400 1454630400
5314	4971 98110 34241	1454371200 1454371200 1454630400
5316	75570	1454371200
5318	94983	1454457600
5320	33829 104721	1454544000 1454544000
5330	43028	1454716800
5336	15928	1454630400
5387	79945	1454630400
5392	20472 45014	1454630400 1454630400
5402	2837	1454284800
5404	23329	1454803200
5416	38559	1454371200
5431	81305	1454716800
5449	23995	1454803200
5452	16994	1454371200
5454	37396 72654	1454630400 1454630400
5462	69498	1454457600
5504	2234 36205	1454284800 1454284800
5531	19084 26445 90498	1454371200 1454371200 1454371200
5532	74604	1454803200
5541	45144 75355	1454716800 1454803200
5549	557 46109 105655	1454544000 1454544000 1454544000
5594	64787	1454371200
5625	104162	1454544000
5636	90675 106033	1454544000 1454544000
5645	94396	1454284800
5651	35078	1454371200
5687	44210	1454716800
5700	15532	1454803200
5703	11965 35347 68315 85837 22518	1454371200 1454371200 1454371200 1454371200 1454630400
5714	101153	1454544000
5717	32079	1454284800
5725	31781	1454803200
5749	11672 104182	1454716800 1454716800
5750	61842	1454630400
5755	24242 30093 32362 51721 102460	1454544000 1454544000 1454544000 1454544000 1454544000
5760	23223	1454544000
5771	18092	1454371200
5779	26732	1454284800
5804	41400 78953	1454803200 1454803200
5806	45993	1454803200
5812	11430 13105 22364	1454803200 1454803200 1454803200
5814	86526 12461 37801 80002	1454284800 1454457600 1454544000 1454716800
5827	8937	1454457600
5830	57603 6524	1454371200 1454803200
5834	21808 91070	1454716800 1454716800
5836	14441	1454716800
5848	78129 43148 66564	1454630400 1454716800 1454716800
5854	55692 50020	1454630400 1454716800
5857	34477 91596	1454544000 1454544000
5864	16389 25402 38694 99597	1454803200 1454803200 1454803200 1454803200
5885	81750 41092 56956 68176 96373	1454371200 1454544000 1454544000 1454544000 1454803200
5895	15051 60767	1454457600 1454457600
5914	18785 52310 54664 65319 105900	1454803200 1454803200 1454803200 1454803200 1454803200
5920	57126 87584	1454284800 1454457600
5937	86043	1454544000
5941	41277 55225 66016 100442	1454457600 1454457600 1454457600 1454457600
5957	51137	1454371200
5973	40213	1454284800
5976	3488	1454457600
5982	24161	1454630400
5989	41107	1454803200
6008	16591 39314 32400	1454630400 1454630400 1454803200
6014	52549	1454630400
6020	79489	1454716800
6023	49929	1454371200
6031	26268	1454544000
6047	1276 64486	1454371200 1454716800
6065	55028 79102	1454544000 1454544000
6071	7149	1454630400
6097	38314 61817 88533	1454544000 1454544000 1454544000
6148	62026	1454457600
6153	50103 54464	1454457600 1454457600
6157	2608 41039 94906	1454284800 1454284800 1454630400
6165	22871 66493 67213	1454284800 1454544000 1454630400
6181	56259 78376	1454457600 1454457600
6187	4822 18034 27055 49262 93596	1454457600 1454457600 1454457600 1454457600 1454457600
6213	15340	1454284800
6217	50619	1454371200
6242	18933	1454803200
6246	67698 106485	1454457600 1454457600
6251	71415	1454544000
6256	90981 65108	1454544000 1454803200
6277	25009	1454630400
6285	42285	1454630400
6298	58841	1454284800
6314	105458 31137	1454371200 1454457600
6320	49263 95174	1454371200 1454371200
6338	980 15731 18469 63576 104048 106136 104006	1454284800 1454284800 1454284800 1454284800 1454284800 1454284800 1454371200
6342	59829	1454544000
6370	45264 50776	1454284800 1454716800
6376	7174 83733 86559	1454630400 1454630400 1454630400
6381	78453	1454284800
6396	43651	1454544000
6416	29334	1454371200
6425	31139	1454630400
6438	59658 16958	1454544000 1454630400
6446	26191 29361 33359 60364 70713	1454457600 1454457600 1454457600 1454457600 1454457600
6463	45067	1454371200
6474	30229	1454630400
6475	3559	1454630400
6493	80977 64171	1454716800 1454803200
6497	97745	1454630400
6507	27098	1454630400
6514	63127	1454630400
6568	51718	1454371200
6585	65301 56659	1454284800 1454457600
6595	49069 75076	1454457600 1454457600
6619	89611	1454544000
6635	24351 105552	1454544000 1454544000
6658	5347 28490 35691 1421 11133 25382 63552 97432	1454284800 1454284800 1454284800 1454457600 1454457600 1454457600 1454457600 1454457600
6674	1334	1454371200
6677	95848	1454457600
6686	4151 17808	1454457600 1454803200
6697	47981 74278 88439 100672	1454284800 1454284800 1454284800 1454284800
6720	84242	1454371200
6722	106702	1454544000
6723	28720	1454457600
6731	26564 11226 94148	1454630400 1454716800 1454716800
6744	90943	1454803200
6747	44212 57610	1454716800 1454803200
6750	5408 21252 102882	1454457600 1454457600 1454457600
6754	33006 26210	1454284800 1454544000
6755	407	1454803200
6783	14677 4965 38311 93194	1454630400 1454803200 1454803200 1454803200
6797	92318	1454457600
6802	49020	1454544000
6833	58908	1454630400
6857	58908 80813	1454630400 1454630400
6883	32023	1454371200
6901	15121 26428	1454544000 1454544000
6912	88338	1454371200
6916	99708	1454716800
6919	32691 38375 51556 67874 78120 100752	1454457600 1454457600 1454457600 1454457600 1454457600 1454457600
6941	44791 25971 58677	1454630400 1454716800 1454716800
6947	94319	1454457600
6957	33479	1454716800
6958	63018	1454457600
6969	12401 42610	1454284800 1454284800
7006	11784 23210 27725	1454803200 1454803200 1454803200
7007	6613 59367	1454284800 1454284800
7009	72271 85834 102014	1454544000 1454544000 1454544000
7014	8036 19288 45858 60028 72812 105723 1916 22711 32393 42040 45430 45613 48429 57732 58590 61346 76291 99068 100059 105113 106971	1454284800 1454284800 1454284800 1454284800 1454284800 1454284800 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600 1454457600
7016	5169	1454457600
7031	76004	1454544000
7036	46392	1454371200
7046	29279	1454284800
7058	93298	1454544000
7066	19993 33723 37376 96981	1454716800 1454716800 1454716800 1454716800
7073	52993 94863	1454457600 1454544000
7078	14083	1454630400
7106	1602	1454284800
7110	94402	1454803200
7133	705 16133 45110 62959 65647 98633	1454371200 1454371200 1454371200 1454371200 1454371200 1454371200
7138	27517	1454457600
7151	81999 78534	1454457600 1454716800
7152	56741	1454716800
7168	2499 72828	1454803200 1454803200
7177	16812	1454544000
7187	40424 85371 97743 67206 66145 94024	1454284800 1454457600 1454457600 1454630400 1454716800 1454716800
7210	621 14915 94809	1454284800 1454284800 1454284800
7237	68773	1454544000
7258	52677	1454630400
7270	60470 96671 56874 91155	1454544000 1454544000 1454716800 1454716800
7284	32136	1454371200
7300	72848	1454716800
7302	86029	1454630400
7311	87780	1454284800
7313	93409	1454457600
7320	10934 80334 98864 90821	1454284800 1454284800 1454284800 1454371200
7325	76457	1454371200
7332	74698	1454371200
7334	11200 20928 101024	1454803200 1454803200 1454803200
7340	72038 50360	1454457600 1454803200
7348	69730	1454544000
7359	101841	1454803200
7361	52196 41484	1454371200 1454544000
7380	79374 39782	1454284800 1454630400
7390	12635 1146	1454284800 1454803200
7393	16138 56218 66381	1454371200 1454371200 1454371200
7406	51587	1454284800
7408	10399 91001	1454284800 1454284800
7428	4463 31501	1454284800 1454284800
7444	89693	1454630400
7446	43478 59015 80034	1454716800 1454716800 1454716800
7463	7326 87648	1454716800 1454716800
7485	4837 17153 54017 54890 61573 79167 102422	1454371200 1454371200 1454371200 1454371200 1454371200 1454371200 1454371200
7513	6428 52405	1454457600 1454457600
7518	58468	1454544000
7582	93727	1454716800
7583	38101 66481	1454803200 1454803200
7594	102642	1454544000
7604	43809 12598	1454284800 1454803200
7650	5777 6650 7023 15441 49229 66034 67927 68395 71613 81703 83826 85605	1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400
7652	77417	1454371200
7656	49631	1454371200
7678	92286	1454544000
7707	97082	1454803200
7714	34044 44213	1454630400 1454630400
7725	79815	1454457600
7731	61162	1454630400
7760	30298 72144	1454371200 1454371200
7773	28686 39781 49437 67870 91927	1454716800 1454716800 1454716800 1454716800 1454716800
7792	104971 39077 9082 70853 61516	1454284800 1454371200 1454716800 1454716800 1454803200
7793	88493	1454284800
7795	72325	1454544000
7814	23866 73416 85691 104783	1454457600 1454457600 1454457600 1454457600
7823	13447 99837 101403 102392	1454371200 1454371200 1454371200 1454371200
7830	39765	1454284800
7833	61907 103403	1454457600 1454457600
7841	39750	1454630400
7843	16819	1454371200
7856	92661 74698	1454371200 1454544000
7857	230 20597 24936 51589 77377	1454544000 1454544000 1454544000 1454544000 1454544000
7877	99805	1454457600
7891	105272 12440 34695 93947	1454284800 1454630400 1454630400 1454630400
7905	88396	1454457600
7925	79778	1454716800
7934	3526	1454371200
7996	104230	1454716800
8003	64540 84734 11108 62244	1454457600 1454457600 1454544000 1454544000
8007	86385	1454630400
8024	42064	1454371200
8043	47652 52662 93497	1454544000 1454544000 1454544000
8061	17176 22912 36846 43683 45735 46713 64994 76450	1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400 1454630400
8078	30485	1454284800
8088	17986 99845	1454544000 1454544000
8118	100423	1454457600
8137	101489	1454284800
8140	33514	1454803200
8145	45223	1454544000
8158	33905	1454803200
8168	91817	1454284800
8199	34199	1454803200
8201	26050	1454544000
8204	12406 21887 24339 29097 40994 58598 59065 62691 67648 69304 69525 74911 88008	1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800 1454716800
8250	79684	1454716800
8254	106554 49092	1454371200 1454630400
